| hostname | job_id| fail_time           | category | reason | description                      | text     | jf_id   | nodes
| titan    |2219695| 2015-01-14 08:56:03 | software | system | Kernel Panic                     | SSEPBMPI_3d_eqb:  oom_kill_task: killing invalid task|739951|c8-6c0s7n2
| titan    |2209048| 2015-01-14 10:29:52 | software | system | GPU XID                          | Node c12-6c1s6n0 GPU Xid 45 Preemptive cleanup, probably due to previous errors (DBE)|739957|c12-6c1s6n0
| titan    |2209048| 2015-01-14 10:29:52 | hardware | system | GPU DBE                          | Node c12-6c1s6n0 GPU DBE on GPU 00 01 00|739954|c12-6c1s6n0
| titan    |2209048| 2015-01-14 10:29:54 | hardware | system | GPU DPR                          | Node c12-6c1s6n0 GPU DPR on Page 000000000003417d|740005|c12-6c1s6n0
| titan    |2223737| 2015-01-15 16:05:13 | software | system | Kernel Panic                     | apinit:  oom_kill_task: killing invalid task|740038|c12-6c1s6n0
| titan    |2209410| 2015-01-16 00:10:35 | software | system | Kernel Panic                     | qmcapp_comp_201:  oom_kill_task: killing invalid task|740263|c12-6c1s6n0
| titan    |2222506| 2015-01-16 00:14:27 | software | system | GPU XID                          | Node c9-2c2s1n2 GPU Xid 13 Graphics Engine Exception|740266|c9-2c2s1n2
| titan    |2222508| 2015-01-16 00:21:21 | software | system | GPU XID                          | Node c9-2c2s1n2 GPU Xid 13 Graphics Engine Exception|740269|c9-2c2s1n2
| titan    |2222558| 2015-01-16 00:28:05 | software | system | GPU XID                          | Node c9-2c2s1n2 GPU Xid 13 Graphics Engine Exception|740272|c9-2c2s1n2
| titan    |2222560| 2015-01-16 00:35:03 | software | system | GPU XID                          | Node c9-2c2s1n2 GPU Xid 13 Graphics Engine Exception|740275|c9-2c2s1n2
| titan    |2223755| 2015-01-16 03:36:51 | software | system | Kernel Panic                     | apinit:  oom_kill_task: killing invalid task|740281|c9-2c2s1n2
| titan    |2209372| 2015-01-16 04:38:53 | software | system | GPU XID                          | Node c9-2c2s1n2 GPU Xid 13 Graphics Engine Exception|740302|c9-2c2s1n2
| titan    |2224679| 2015-01-16 19:38:36 | software | system | Kernel Panic                     | python:  oom_kill_task: killing invalid task|740326|c9-2c2s1n2
| titan    |2224689| 2015-01-16 19:56:09 | software | system | Kernel Panic                     | overlap_test:  oom_kill_task: killing invalid task|740335|c9-2c2s1n2
| titan    |2224120| 2015-01-16 20:32:29 | hardware | system | Machine Check Exception          | Node c18-1c2s7n1 Core 0 Machine Check Exception Bank 4 Status fe45a00004080813 Addr 0000000276bf6d70 Socket 0|740344|c18-1c2s7n1
| titan    |2222112| 2015-01-16 20:58:00 | hardware | system | Machine Check Exception          | Node c21-1c0s1n0 MCE Threshold CPU 8|740347|c21-1c0s1n0
| titan    |2222112| 2015-01-16 20:58:01 | software | system | Kernel Panic                     | threshold_trigg:  Fatal exception|740350|c21-1c0s1n0
| titan    |2224127| 2015-01-16 22:54:08 | software | system | GPU XID                          | Node c9-2c2s1n2 GPU Xid 13 Graphics Engine Exception|740356|c9-2c2s1n2
| titan    |2212614| 2015-01-17 06:14:36 | software | system | Kernel Panic                     | apinit:  oom_kill_task: killing invalid task|740362|c9-2c2s1n2
| titan    |2222561| 2015-01-18 00:46:56 | software | system | GPU XID                          | Node c9-2c2s1n2 GPU Xid 13 Graphics Engine Exception|740974|c9-2c2s1n2
| titan    |2224753| 2015-01-18 02:06:00 | software | system | GPU XID                          | Node c9-2c2s1n2 GPU Xid 13 Graphics Engine Exception|740980|c9-2c2s1n2
| titan    |2224848| 2015-01-18 03:04:06 | software | system | GPU XID                          | Node c9-2c2s1n2 GPU Xid 13 Graphics Engine Exception|741655|c9-2c2s1n2
| titan    |2211167| 2015-01-19 04:43:30 | software | system | GPU XID                          | Node c9-2c2s1n2 GPU Xid 13 Graphics Engine Exception|741835|c9-2c2s1n2
| titan    |2226317| 2015-01-20 14:01:37 | software | system | Kernel Panic                     | qmcapp_comp_201:  oom_kill_task: killing invalid task|741865|c9-2c2s1n2
| titan    |2227155| 2015-01-21 15:09:19 | software | system | GPU XID                          | Node c12-3c1s0n0 GPU Xid 13 Graphics Engine Exception|744466|c12-3c1s0n0
| titan    |2227727| 2015-01-22 05:03:40 | hardware | system | Machine Check Exception          | Node c21-3c1s0n2 Core 0 Machine Check Exception Bank 4 Status f300000400190127 Addr 0000000000000000 Socket 0|744508|c21-3c1s0n2
| titan    |2225004| 2015-01-22 05:58:40 | hardware | system | Voltage Fault                    | Voltage Fault Node c7-3c2s3n2|744511|c7-3c2s3n2
| titan    |2225990| 2015-01-22 06:03:25 | software | system | GPU XID                          | Node c9-2c2s1n2 GPU Xid 13 Graphics Engine Exception|744517|c9-2c2s1n2
| titan    |2226000| 2015-01-22 06:14:58 | software | system | GPU XID                          | Node c9-2c2s1n2 GPU Xid 13 Graphics Engine Exception|744520|c9-2c2s1n2
| titan    |2225997| 2015-01-22 06:18:56 | software | system | GPU XID                          | Node c9-2c2s1n2 GPU Xid 13 Graphics Engine Exception|744523|c9-2c2s1n2
| titan    |2227080| 2015-01-22 06:22:16 | software | system | GPU XID                          | Node c9-2c2s1n2 GPU Xid 13 Graphics Engine Exception|744526|c9-2c2s1n2
| titan    |2227106| 2015-01-22 07:22:25 | software | system | GPU XID                          | Node c9-2c2s1n2 GPU Xid 13 Graphics Engine Exception|744532|c9-2c2s1n2
| titan    |2228539| 2015-01-22 22:06:15 | software | system | Kernel Panic                     | MPACT_flux.exe:  oom_kill_task: killing invalid task|744682|c9-2c2s1n2
| titan    |2228543| 2015-01-23 11:42:16 | hardware | system | Machine Check Exception          | Node c6-4c0s2n3 Core 8 Machine Check Exception Bank 4 Status fe5821005a080a13 Addr 00000005bef77d00 Socket 0|744752|c6-4c0s2n3
| titan    |2227738| 2015-01-23 12:57:49 | hardware | system | GPU DPR                          | Node c24-4c1s2n1 GPU DPR on Page 000000000000dbff|744764|c24-4c1s2n1
| titan    |2227784| 2015-01-23 14:44:19 | hardware | system | GPU DPR                          | Node c18-3c2s5n2 GPU DPR on Page 000000000000ada1|744794|c18-3c2s5n2
| titan    |2229515| 2015-01-23 18:39:30 | software | system | GPU XID                          | Node c4-5c2s2n0 GPU Xid 13 Graphics Engine Exception|744803|c4-5c2s2n0
| titan    |2227916| 2015-01-24 03:02:35 | software | system | GPU XID                          | Node c9-2c2s1n2 GPU Xid 13 Graphics Engine Exception|744812|c9-2c2s1n2
| titan    |2227785| 2015-01-24 19:57:11 | software | system | GPU XID                          | Node c9-2c2s1n2 GPU Xid 13 Graphics Engine Exception|744821|c9-2c2s1n2
| titan    |2227787| 2015-01-24 20:01:01 | software | system | GPU XID                          | Node c9-2c2s1n2 GPU Xid 13 Graphics Engine Exception|744824|c9-2c2s1n2
| titan    |2228648| 2015-01-24 20:04:50 | software | system | GPU XID                          | Node c9-2c2s1n2 GPU Xid 13 Graphics Engine Exception|744827|c9-2c2s1n2
| titan    |2230663| 2015-01-25 22:34:59 | software | system | GPU XID                          | Node c19-6c2s1n2 GPU Xid 13 Graphics Engine Exception|744833|c19-6c2s1n2
| titan    |2230691| 2015-01-26 00:37:05 | software | system | GPU XID                          | Node c6-1c0s6n1 GPU Xid 13 Graphics Engine Exception|744836|c6-1c0s6n1
| titan    |2230708| 2015-01-26 01:14:55 | software | system | GPU XID                          | Node c9-0c2s1n1 GPU Xid 13 Graphics Engine Exception|744839|c9-0c2s1n1
| titan    |2230894| 2015-01-26 12:04:12 | software | system | GPU XID                          | Node c3-7c1s7n1 GPU Xid 13 Graphics Engine Exception|744842|c3-7c1s7n1
| titan    |2231765| 2015-01-27 18:07:33 | hardware | system | Machine Check Exception          | Node c1-2c0s2n2 Core 4 Machine Check Exception Bank 2 Status be0040b00010010a Addr 000000000000ca80 Socket 0|745601|c1-2c0s2n2
| titan    |2231912| 2015-01-28 04:01:47 | software | system | Kernel Panic                     | python:  oom_kill_task: killing invalid task|745610|c1-2c0s2n2
| titan    |2231934| 2015-01-28 06:03:13 | software | system | Kernel Panic                     | python:  oom_kill_task: killing invalid task|745625|c1-2c0s2n2
| titan    |2232765| 2015-01-28 17:54:13 | software | system | Kernel Panic                     | hfodd2madness_e:  oom_kill_task: killing invalid task|745682|c1-2c0s2n2
| titan    |2233425| 2015-01-29 11:42:57 | software | system | Kernel Panic                     | hfodd2madness_e:  oom_kill_task: killing invalid task|745769|c1-2c0s2n2
| titan    |2233283| 2015-01-29 11:47:09 | hardware | system | GPU DPR                          | Node c9-4c1s5n1 GPU DPR on Page 0000000000016829|745775|c9-4c1s5n1
| titan    |2234039| 2015-01-30 08:35:33 | hardware | system | GPU DPR                          | Node c22-0c2s3n0 GPU DPR on Page 00000000000106e3|746102|c22-0c2s3n0
| titan    |2234225| 2015-01-30 11:52:16 | software | system | GPU XID                          | Node c12-2c0s5n3 GPU Xid 13 Graphics Engine Exception|746174|c12-2c0s5n3
| titan    |2234277| 2015-01-30 12:18:48 | software | system | Kernel Panic                     | overlap_test:  oom_kill_task: killing invalid task|746180|c12-2c0s5n3
| titan    |2234359| 2015-01-30 12:54:29 | software | system | Kernel Panic                     | overlap_test:  oom_kill_task: killing invalid task|746189|c12-2c0s5n3
| titan    |2234317| 2015-01-30 12:57:23 | software | system | GPU XID                          | Node c19-2c1s4n1 GPU Xid 45 Preemptive cleanup, probably due to previous errors (DBE)|746195|c19-2c1s4n1
| titan    |2234317| 2015-01-30 12:57:23 | hardware | system | GPU DBE                          | Node c19-2c1s4n1 GPU DBE on GPU 00 03 01|746192|c19-2c1s4n1
| titan    |2234348| 2015-01-30 14:32:57 | software | system | GPU XID                          | Node c22-1c0s7n3 GPU Xid 13 Graphics Engine Exception|746393|c22-1c0s7n3
| titan    |2235120| 2015-01-30 15:16:26 | software | system | GPU XID                          | Node c6-1c0s6n1 GPU Xid 13 Graphics Engine Exception|746396|c6-1c0s6n1
| titan    |2235708| 2015-01-31 05:46:31 | software | system | Kernel Panic                     | s3d.x:  oom_kill_task: killing invalid task|746516|c6-1c0s6n1
| titan    |2235721| 2015-01-31 12:52:22 | software | system | Kernel Panic                     | python:  oom_kill_task: killing invalid task|746609|c6-1c0s6n1
| titan    |2235397| 2015-01-31 12:59:44 | hardware | system | GPU DPR                          | Node c2-2c2s4n0 GPU DPR on Page 00000000000157cd|746615|c2-2c2s4n0
| titan    |2238966| 2015-02-04 09:33:20 | hardware | system | GPU DPR                          | Node c15-1c0s1n2 GPU DPR on Page 0000000000093846|748180|c15-1c0s1n2
| titan    |2239804| 2015-02-04 13:21:30 | software | system | GPU XID                          | Node c15-7c1s1n1 GPU Xid 13 Graphics Engine Exception|748339|c15-7c1s1n1
| titan    |2239807| 2015-02-04 13:26:18 | software | system | GPU XID                          | Node c7-7c2s2n0 GPU Xid 13 Graphics Engine Exception|748348|c7-7c2s2n0
| titan    |2240034| 2015-02-04 16:07:08 | software | system | GPU XID                          | Node c1-2c1s4n1 GPU Xid 13 Graphics Engine Exception|748768|c1-2c1s4n1
| titan    |2240060| 2015-02-04 16:18:16 | software | system | GPU XID                          | Node c1-0c2s3n2 GPU Xid 13 Graphics Engine Exception|748777|c1-0c2s3n2
| titan    |2238485| 2015-02-05 01:25:41 | software | system | GPU XID                          | Node c14-3c1s3n2 GPU Xid 13 Graphics Engine Exception|749380|c14-3c1s3n2
| titan    |2240834| 2015-02-05 14:43:08 | software | system | GPU XID                          | Node c19-5c2s2n1 GPU Xid 13 Graphics Engine Exception|749587|c19-5c2s2n1
| titan    |2240975| 2015-02-05 17:02:28 | software | system | GPU XID                          | Node c10-1c1s4n0 GPU Xid 13 Graphics Engine Exception|750580|c10-1c1s4n0
| titan    |2240734| 2015-02-06 19:12:44 | hardware | system | SXM Power Off                    | c17-0c0s0n3 SXM Power Off|752707|c17-0c0s0n3
| titan    |2242272| 2015-02-07 16:12:40 | hardware | system | Machine Check Exception          | Node c16-5c1s5n3 Core 8 Machine Check Exception Bank 4 Status f300000200190127 Addr 0000000000000000 Socket 0|753217|c16-5c1s5n3
| titan    |2243755| 2015-02-09 01:52:46 | hardware | system | Machine Check Exception          | Node c19-6c0s5n0 Core 0 Machine Check Exception Bank 4 Status fe20a00053080a13 Addr 0000000323ed9530 Socket 0|762628|c17-4c0s2n3 c19-6c0s5n0
| titan    |2244748| 2015-02-10 04:16:39 | hardware | system | GPU DPR                          | Node c19-3c1s7n2 GPU DPR on Page 000000000006648c|787780|c19-3c1s7n2
| titan    |2247925| 2015-02-12 10:02:00 | software | system | GPU XID                          | Node c2-0c0s3n0 GPU Xid 13 Graphics Engine Exception|810901|c12-6c0s1n0 c2-0c0s3n0
| titan    |2247946| 2015-02-12 10:32:53 | software | system | GPU XID                          | Node c16-4c1s5n1 GPU Xid 13 Graphics Engine Exception|810913|c16-4c1s5n1
| titan    |2248076| 2015-02-12 11:49:06 | software | system | GPU XID                          | Node c12-4c1s2n2 GPU Xid 13 Graphics Engine Exception|810925|c12-4c1s2n2
| titan    |2248297| 2015-02-12 13:03:16 | software | system | GPU XID                          | Node c0-0c0s1n3 GPU Xid 13 Graphics Engine Exception|810937|c0-0c0s1n3
| titan    |2247839| 2015-02-12 17:03:23 | hardware | system | Machine Check Exception          | Node c16-1c2s4n0 Core 8 Machine Check Exception Bank 4 Status f300000600190127 Addr 0000000000000000 Socket 0|810961|c16-1c2s4n0
| titan    |2248965| 2015-02-15 07:54:07 | hardware | system | Machine Check Exception          | Node c14-7c2s2n0 MCE Threshold CPU 8|837403|c14-7c2s2n0
| titan    |2248965| 2015-02-15 07:54:08 | software | system | Kernel Panic                     | threshold_trigg:  Fatal exception|837406|c14-7c2s2n0
| titan    |2251003| 2015-02-15 14:35:28 | software | system | GPU XID                          | Node c17-4c1s3n3 GPU Xid 13 Graphics Engine Exception|837421|c19-4c1s1n3 c23-4c1s1n3 c23-4c1s1n2 c21-4c1s1n1 c21-4c1s0n0 c19-4c1s2n3 c23-4c1s0n1 c17-4c1s3n3 c19-4c1s3n0 c21-4c1s1n3 c23-4c1s0n2 c21-4c1s0n3 c17-4c1s2n0 c21-4c1s3n0 c21-4c1s1n0 c19-4c1s2n0
| titan    |2251006| 2015-02-15 14:37:56 | software | system | GPU XID                          | Node c21-2c2s2n2 GPU Xid 13 Graphics Engine Exception|837469|c21-2c2s2n2
| titan    |2251026| 2015-02-15 15:56:47 | software | system | GPU XID                          | Node c4-2c2s4n2 GPU Xid 13 Graphics Engine Exception|837475|c2-2c2s4n1 c2-2c2s4n0 c4-2c2s4n2 c4-2c2s4n3
| titan    |2251029| 2015-02-15 15:59:56 | software | system | GPU XID                          | Node c2-2c2s4n0 GPU Xid 13 Graphics Engine Exception|837487|c2-2c2s4n0 c4-2c2s4n3
| titan    |2251256| 2015-02-16 02:41:43 | hardware | system | Machine Check Exception          | Node c6-1c1s4n0 Core 12 Machine Check Exception Bank 2 Status be0040800010010a Addr 0000000000013980 Socket 0|837508|c6-1c1s4n0
| titan    |2252207| 2015-02-16 21:16:16 | software | system | GPU XID                          | Node c2-4c1s2n0 GPU Xid 13 Graphics Engine Exception|837523|c4-4c1s3n1 c4-4c1s3n0 c2-4c1s2n1 c2-4c1s2n0 c6-4c1s3n1 c2-4c1s3n1 c2-4c1s3n0 c4-4c1s3n2 c4-4c1s2n0 c2-4c1s3n3 c2-4c1s3n2 c4-4c1s3n3
| titan    |2252213| 2015-02-16 21:17:25 | software | system | GPU XID                          | Node c2-4c2s1n0 GPU Xid 13 Graphics Engine Exception|837559|c6-4c2s0n1 c2-4c2s1n0 c2-4c2s0n3 c6-4c2s0n0 c4-4c2s0n1 c2-4c2s0n2 c4-4c2s0n0 c6-4c2s0n3 c4-4c2s0n2 c4-4c2s0n3 c2-4c2s0n0 c2-4c2s0n1
| titan    |2252917| 2015-02-18 04:13:07 | hardware | system | Machine Check Exception          | Node c20-2c2s0n3 Core 0 Machine Check Exception Bank 4 Status f300000000190127 Addr 0000000000000000 Socket 0|838027|c20-2c2s0n3
| titan    |2254642| 2015-02-18 19:51:31 | hardware | system | GPU DPR                          | Node c23-6c1s2n3 GPU DPR on Page 00000000000870a0|838678|c23-6c1s2n3
| titan    |2255418| 2015-02-19 05:33:04 | software | system | Kernel Panic                     | threshold_trigg:  Fatal exception|838699|c18-4c2s5n0
| titan    |2255418| 2015-02-19 05:33:04 | hardware | system | Machine Check Exception          | Node c18-4c2s5n0 MCE Threshold CPU 0|838696|c18-4c2s5n0
| titan    |2255376| 2015-02-19 12:49:47 | software | system | GPU XID                          | Node c11-7c0s6n3 GPU Xid 45 Preemptive cleanup, probably due to previous errors (DBE)|838717|c11-7c0s6n3
| titan    |2255376| 2015-02-19 12:49:47 | hardware | system | GPU DBE                          | Node c11-7c0s6n3 GPU DBE on GPU 00 01 01|838714|c11-7c0s6n3
| titan    |2255376| 2015-02-19 12:50:02 | hardware | system | GPU DPR                          | Node c11-7c0s6n3 GPU DPR on Page 0000000000018786|838765|c11-7c0s6n3
| titan    |2254942| 2015-02-19 16:33:02 | hardware | system | GPU DPR                          | Node c2-2c0s0n0 GPU DPR on Page 00000000000c6e53|838777|c2-2c0s0n0
| titan    |2258081| 2015-02-21 21:47:06 | software | system | Kernel Panic                     | lmp_exe:  Fatal machine check on current CPU|838846|c2-2c0s0n0
| titan    |2258081| 2015-02-21 21:47:06 | hardware | system | Machine Check Exception          | Node c1-6c1s7n1 Machine Check Exception Bank 0 Status bc80000000100189|838849|c1-6c1s7n1
| titan    |2258260| 2015-02-23 04:44:55 | hardware | system | GPU DPR                          | Node c6-6c2s3n0 GPU DPR on Page 00000000000cb607|838861|c6-6c2s3n0
| titan    |2259640| 2015-02-25 10:46:32 | hardware | system | GPU DPR                          | Node c2-6c1s2n0 GPU DPR on Page 000000000000e52b|838924|c2-6c1s2n0
| titan    |2261483| 2015-02-25 13:32:09 | software | system | GPU XID                          | Node c21-4c0s7n0 GPU Xid 13 Graphics Engine Exception|838939|c21-4c0s7n0
| titan    |2261742| 2015-02-25 16:00:36 | software | system | GPU XID                          | Node c13-3c0s0n2 GPU Xid 13 Graphics Engine Exception|838966|c13-3c0s0n2
| titan    |2261743| 2015-02-25 16:01:33 | software | system | GPU XID                          | Node c13-3c0s1n1 GPU Xid 13 Graphics Engine Exception|838969|c13-3c0s1n1
| titan    |2261746| 2015-02-25 16:05:15 | software | system | GPU XID                          | Node c9-3c2s3n3 GPU Xid 13 Graphics Engine Exception|838972|c9-3c2s3n3
| titan    |2261783| 2015-02-25 16:13:50 | software | system | GPU XID                          | Node c15-3c0s3n1 GPU Xid 13 Graphics Engine Exception|838975|c15-3c0s3n1
| titan    |2261784| 2015-02-25 16:15:31 | software | system | GPU XID                          | Node c11-3c0s1n0 GPU Xid 13 Graphics Engine Exception|838978|c11-3c0s1n0
| titan    |2261787| 2015-02-25 16:18:13 | software | system | GPU XID                          | Node c13-3c0s0n1 GPU Xid 13 Graphics Engine Exception|838981|c13-3c0s0n1
| titan    |2261845| 2015-02-25 16:34:02 | software | system | GPU XID                          | Node c11-3c0s3n1 GPU Xid 13 Graphics Engine Exception|838987|c11-3c0s3n1
| titan    |2261918| 2015-02-25 17:39:47 | software | system | GPU XID                          | Node c7-4c0s0n0 GPU Xid 13 Graphics Engine Exception|838990|c7-4c0s0n0
| titan    |2262000| 2015-02-25 18:08:22 | software | system | GPU XID                          | Node c9-2c0s3n3 GPU Xid 13 Graphics Engine Exception|838993|c9-2c0s3n3
| titan    |2262079| 2015-02-25 19:31:42 | software | system | GPU XID                          | Node c10-7c2s1n1 GPU Xid 13 Graphics Engine Exception|838996|c10-7c2s2n3 c12-7c2s1n2 c10-7c2s1n1
| titan    |2261899| 2015-02-26 01:36:58 | hardware | system | Machine Check Exception          | Node c19-4c1s3n0 Core 6 Machine Check Exception Bank 2 Status be0040900010010a Addr 0000000000008880 Socket 0|839005|c19-4c1s3n0
| titan    |2261280| 2015-02-26 09:43:26 | software | system | GPU XID                          | Node c17-1c1s3n3 GPU Xid 13 Graphics Engine Exception|839029|c18-2c0s7n0 c17-1c1s3n3
| titan    |2261280| 2015-02-26 12:40:15 | hardware | system | GPU DBE                          | Node c18-2c0s7n0 GPU DBE on GPU 00 01 01|839032|c18-2c0s7n0
| titan    |2263320| 2015-02-26 20:36:35 | software | system | GPU XID                          | Node c17-1c1s3n3 GPU Xid 13 Graphics Engine Exception|840154|c17-1c1s3n3
| titan    |2263784| 2015-02-27 07:44:02 | software | system | GPU XID                          | Node c17-1c1s3n3 GPU Xid 13 Graphics Engine Exception|840172|c17-1c1s3n3
| titan    |2263808| 2015-02-27 07:51:51 | software | system | GPU XID                          | Node c17-1c1s3n3 GPU Xid 13 Graphics Engine Exception|840175|c17-1c1s3n3
| titan    |2263633| 2015-02-27 08:27:33 | software | system | Kernel Panic                     | threshold_trigg:  Fatal exception|840187|c13-7c0s4n3
| titan    |2263633| 2015-02-27 08:27:33 | hardware | system | Machine Check Exception          | Node c13-7c0s4n3 MCE Threshold CPU 8|840184|c13-7c0s4n3
| titan    |2264702| 2015-02-27 19:22:34 | software | system | Kernel Panic                     | sus:  oom_kill_task: killing invalid task|840964|c13-7c0s4n3
| titan    |2264650| 2015-02-27 19:56:29 | software | system | GPU XID                          | Node c17-1c1s3n3 GPU Xid 13 Graphics Engine Exception|840970|c17-1c1s3n3
| titan    |2264203| 2015-02-27 21:56:37 | software | system | GPU XID                          | Node c17-1c1s3n3 GPU Xid 13 Graphics Engine Exception|840973|c17-1c1s3n3
| titan    |2264538| 2015-02-27 21:59:13 | software | system | GPU XID                          | Node c17-1c1s3n3 GPU Xid 13 Graphics Engine Exception|840976|c17-1c1s3n3
| titan    |2264545| 2015-02-27 22:01:42 | software | system | GPU XID                          | Node c17-1c1s3n3 GPU Xid 13 Graphics Engine Exception|840979|c17-1c1s3n3
| titan    |2264885| 2015-02-28 00:01:24 | software | system | GPU XID                          | Node c17-1c1s3n3 GPU Xid 13 Graphics Engine Exception|840985|c17-1c1s3n3
| titan    |2263151| 2015-02-28 00:14:30 | hardware | system | Machine Check Exception          | Node c12-2c2s4n1 Core 0 Machine Check Exception Bank 4 Status f300000200190127 Addr 0000000000000000 Socket 0|840991|c12-2c2s4n1
| titan    |2264943| 2015-02-28 05:10:59 | software | system | GPU XID                          | Node c17-1c1s3n3 GPU Xid 13 Graphics Engine Exception|840997|c17-1c1s3n3
| titan    |2264982| 2015-02-28 07:59:03 | software | system | GPU XID                          | Node c17-1c1s3n3 GPU Xid 13 Graphics Engine Exception|841000|c17-1c1s3n3
| titan    |2263888| 2015-02-28 08:02:26 | software | system | GPU XID                          | Node c17-1c1s3n3 GPU Xid 13 Graphics Engine Exception|841003|c17-1c1s3n3
| titan    |2264531| 2015-02-28 09:17:45 | software | system | Kernel Panic                     | ksoftirqd/0:  Fatal exception in interrupt|841006|c17-1c1s3n3
| titan    |2265319| 2015-03-01 21:09:57 | hardware | system | Machine Check Exception          | Node c14-7c1s0n2 Core 8 Machine Check Exception Bank 2 Status be0040300010010a Addr 000000000001a0c0 Socket 0|841225|c14-7c1s0n2
| titan    |2265770| 2015-03-02 04:44:24 | hardware | system | GPU DPR                          | Node c8-5c2s7n0 GPU DPR on Page 000000000000d094|841621|c8-5c2s7n0
| titan    |2265770| 2015-03-02 04:48:16 | software | system | GPU XID                          | Node c8-5c2s7n0 GPU Xid 45 Preemptive cleanup, probably due to previous errors (DBE)|841627|c8-5c2s7n0
| titan    |2265770| 2015-03-02 04:48:16 | hardware | system | GPU DBE                          | Node c8-5c2s7n0 GPU DBE on GPU 00 02 01|841624|c8-5c2s7n0
| titan    |2266459| 2015-03-02 13:49:18 | hardware | system | GPU DPR                          | Node c22-1c0s2n1 GPU DPR on Page 0000000000075b2d|841819|c22-1c0s2n1
